X,Y,Y,Y
717,1.020587374,0.961626,0.942228
718,1.020353029,0.956683,0.9376
719,1.014118549,0.954964,0.941669
720,1.016801034,0.953858,0.938097
721,1.01440768,0.951838,0.938319
722,1.017754678,0.954603,0.93795
723,1.019454165,0.959025,0.940724
724,1.02448565,0.962242,0.939244
725,1.025094991,0.961249,0.937717
726,1.02019751,0.959609,0.940611
727,1.018996329,0.95949,0.941603
728,1.026473861,0.969444,0.944441
729,1.021343876,0.966703,0.946501
730,1.023547989,0.966477,0.944242
731,1.023563915,0.966751,0.944495
732,1.01730967,0.961614,0.945252
733,1.015511134,0.95874,0.944096
734,1.01339868,0.957983,0.945317
735,1.022043984,0.962699,0.941935
736,1.021287413,0.958179,0.938207
737,1.024562619,0.964346,0.941227
738,1.019927277,0.96351,0.944685
739,1.023393411,0.962567,0.940564
740,1.025827645,0.964636,0.940349
741,1.02177225,0.965773,0.945194
742,1.020182365,0.963095,0.944042
743,1.030929981,0.970768,0.941643
744,1.031611056,0.971627,0.941854
745,1.029095628,0.967566,0.94021
746,1.023200641,0.965222,0.943336
747,1.021942654,0.961786,0.941135
748,1.018365285,0.962788,0.945425
749,1.014472769,0.957151,0.943496
750,1.027901735,0.965836,0.939619
751,1.022181293,0.963458,0.942551
752,1.017262775,0.96318,0.946835
753,1.028013215,0.968372,0.941984
754,1.028429868,0.967481,0.940736
755,1.029972966,0.968876,0.940681
756,1.030126069,0.969669,0.941311
757,1.019566738,0.963461,0.944971
758,1.032915927,0.968808,0.937935
759,1.037051874,0.975955,0.941086
760,1.028456264,0.968813,0.942007
761,1.022338736,0.968302,0.947144
762,1.023732786,0.966242,0.943842
763,1.026639133,0.964972,0.939933
764,1.025371917,0.966533,0.942617
765,1.01921512,0.964416,0.946234
766,1.015396539,0.960293,0.945732
767,1.01978736,0.962047,0.94338
768,1.02210595,0.963064,0.942235
769,1.026178851,0.965505,0.940874
770,1.018750915,0.960676,0.942994
771,1.018294558,0.960376,0.943122
772,1.025665482,0.963504,0.939394
773,1.022367646,0.963147,0.942075
774,1.022487973,0.959834,0.938724
775,1.024500135,0.962983,0.939954
776,1.01673666,0.953882,0.93818
777,1.024272239,0.9586,0.935884
778,1.022999706,0.961632,0.940012
779,1.026231562,0.966392,0.94169
780,1.028569817,0.966473,0.939628
781,1.016685128,0.957328,0.941617
782,1.0263194,0.965004,0.940257
783,1.021139874,0.961877,0.941964
784,1.028903589,0.961852,0.934832
785,1.02917394,0.965148,0.937789
786,1.028218588,0.963739,0.93729
787,1.025969152,0.965043,0.940616
788,1.016638604,0.956417,0.940764
789,1.015700681,0.956658,0.94187
790,1.024445887,0.962764,0.93979
791,1.027581952,0.964361,0.938476
792,1.021644897,0.961847,0.941469
793,1.024796647,0.964307,0.940974
794,1.027205155,0.961161,0.935705
795,1.021899395,0.960332,0.939752
796,1.017231065,0.957366,0.941149
797,1.017770939,0.957811,0.941087
798,1.014647012,0.952508,0.938758
799,1.014250696,0.949577,0.936235
800,1.023712543,0.958068,0.935876
801,1.006538613,0.938096,0.932002
802,1.00926147,0.942518,0.933869
803,1.012051492,0.942393,0.931171
804,1.010594761,0.941081,0.931215
805,0.999403297,0.921181,0.921731
806,0.98644972,0.889024,0.901236
807,0.960266883,0.8503,0.885483
808,0.937350453,0.823842,0.878905
809,0.949852146,0.837724,0.881952
810,0.969641736,0.870843,0.898108
811,0.982614253,0.899377,0.91529
812,0.993829698,0.923556,0.92929
813,1.015936788,0.940919,0.926159
814,1.010284888,0.937311,0.927769
815,1.015027842,0.944591,0.930606
816,1.012709094,0.947839,0.935944
817,1.0193194,0.952133,0.934087
818,1.0192023,0.95422,0.936242
819,1.027628019,0.962573,0.936694
820,1.020938798,0.956539,0.936921
821,1.024522385,0.957618,0.934697
822,1.03153947,0.964051,0.934575
823,1.025049952,0.961912,0.938405
824,1.021280606,0.959055,0.939071
825,1.03079627,0.963041,0.934269
826,1.022733739,0.956119,0.934866
827,1.026151917,0.963178,0.938631
828,1.027387646,0.963179,0.937503
829,1.025613525,0.963928,0.939855
830,1.025326177,0.96528,0.941437
831,1.026064674,0.963013,0.93855
832,1.029960915,0.964201,0.936153
833,1.032693912,0.966712,0.936107
834,1.03038654,0.968009,0.939462
835,1.031531628,0.963989,0.934522
836,1.026861685,0.964142,0.938921
837,1.025112353,0.960764,0.937228
838,1.025837394,0.965512,0.941194
839,1.02021022,0.957705,0.938733
840,1.025581648,0.962373,0.938368
841,1.029377197,0.962549,0.935079
842,1.031750813,0.965824,0.936102
843,1.031627464,0.96468,0.935105
844,1.02217634,0.955003,0.934284
845,1.029253132,0.960076,0.932789
846,1.019317515,0.957448,0.939303
847,1.027433246,0.962145,0.936455
848,1.034394604,0.964604,0.93253
849,1.026528672,0.961998,0.937137
850,1.025701938,0.962411,0.938295
851,1.024278298,0.960054,0.937298
852,1.028378501,0.962516,0.935955
853,1.032662865,0.965199,0.93467
854,1.027482431,0.963946,0.938163
855,1.021310617,0.957445,0.937467
856,1.026433565,0.964632,0.93979
857,1.03678172,0.97007,0.935655
858,1.029186682,0.963046,0.935735
859,1.030072859,0.96123,0.933167
860,1.026705217,0.961262,0.936259
861,1.026018118,0.960118,0.935771
862,1.02422289,0.961902,0.939153
863,1.028095073,0.962334,0.936036
864,1.03390141,0.965148,0.933501
865,1.029820495,0.962842,0.934961
866,1.039663564,0.967487,0.930577
867,1.020817926,0.951044,0.931649
868,1.02050612,0.954411,0.935233
869,1.02389781,0.952655,0.93042
870,1.015998302,0.9479,0.932974
871,1.029981483,0.959505,0.931575
872,1.025548174,0.955534,0.93173
873,1.022261293,0.954698,0.933908
874,1.02536274,0.961578,0.937793
875,1.027463444,0.96018,0.934515
876,1.035193391,0.963646,0.930885
877,1.025179228,0.956809,0.933309
878,1.024220049,0.953766,0.931212
879,1.036414292,0.964227,0.930349
880,1.019818467,0.953568,0.935037
881,1.030374484,0.963531,0.935127
882,1.026902449,0.960429,0.935268
883,1.026652505,0.955949,0.931132
884,1.026707957,0.957168,0.932269
885,1.020741984,0.95352,0.934144
886,1.028939932,0.958687,0.931723
887,1.021345038,0.951244,0.931364
888,1.017111265,0.945053,0.929154
889,1.017646345,0.947328,0.930901
890,1.022064381,0.947978,0.927513
891,1.029269208,0.954113,0.926981
892,1.021843802,0.953321,0.932942
893,1.019214269,0.947908,0.930038
894,1.014947966,0.943385,0.929491
895,1.021297474,0.948145,0.928373
896,1.01495703,0.950354,0.936349
897,1.013483836,0.940964,0.928445
898,1.020462656,0.945875,0.926908
899,1.01791499,0.943937,0.927324
900,1.029387084,0.954388,0.927142
901,1.02612381,0.955625,0.931296
902,1.029497838,0.95862,0.931153
903,1.01673032,0.951989,0.936324
904,1.02444863,0.957337,0.93449
905,1.027335069,0.957428,0.931953
906,1.025128988,0.955289,0.931872
907,1.030502199,0.956879,0.928556
908,1.031614792,0.958235,0.928869
909,1.028101749,0.954941,0.928839
910,1.025377176,0.954216,0.9306
911,1.026653583,0.954178,0.929406
912,1.022959595,0.951289,0.929938
913,1.027099362,0.952117,0.926996
914,1.023976121,0.951965,0.929675
915,1.025283843,0.95388,0.930357
916,1.022873208,0.946707,0.925537
917,1.010323825,0.936552,0.926982
918,1.015186035,0.94332,0.929209
919,1.020897773,0.949243,0.929812
920,1.033500417,0.959786,0.928675
921,1.027113726,0.952232,0.927095
922,1.021038594,0.949377,0.929815
923,1.029425376,0.956505,0.929164
924,1.030671636,0.961192,0.932588
925,1.016732388,0.948592,0.932981
926,1.021500981,0.949525,0.929539
927,1.025548828,0.95547,0.931667
928,1.023080442,0.95267,0.931178
929,1.017884492,0.947055,0.930415
930,1.033185322,0.956555,0.925831
931,1.034352306,0.959128,0.927274
932,1.034926769,0.963611,0.931091
933,1.018073437,0.950791,0.933912
934,1.029510299,0.956936,0.929506
935,1.026018168,0.954201,0.930004
936,1.031768097,0.958949,0.929423
937,1.022625945,0.946607,0.925663
938,1.026106403,0.9498,0.925635
939,1.024010543,0.948713,0.926468
940,1.017193504,0.946584,0.930584
941,1.022389025,0.948548,0.927776
942,1.02473476,0.944994,0.922184
943,1.016206171,0.941075,0.926067
944,1.018884444,0.943811,0.926318
945,1.022265674,0.94524,0.924652
946,1.020097224,0.941157,0.922615
947,1.015657411,0.939606,0.925121
948,1.007176919,0.925092,0.9185
949,1.006828367,0.914177,0.907977
950,0.982051916,0.89379,0.910125
951,0.983527003,0.88973,0.904632
952,0.999900248,0.902145,0.902235
953,1.000327643,0.912879,0.91258
954,1.011775219,0.925059,0.914293
955,1.00767716,0.929821,0.922737
956,1.014366179,0.934496,0.921261
957,1.015001398,0.936556,0.922714
958,1.022023233,0.940244,0.919983
959,1.010677404,0.936713,0.926817
960,1.019637067,0.942734,0.924578
961,1.022380877,0.947561,0.926818
962,1.021515335,0.946341,0.926409
963,1.022753411,0.947984,0.926894
964,1.028181983,0.951348,0.925272
965,1.031779478,0.953876,0.924496
966,1.030780637,0.949551,0.921196
967,1.021143279,0.948154,0.928522
968,1.031555322,0.950015,0.920954
969,1.028050388,0.950851,0.924907
970,1.034465068,0.94772,0.916145
971,1.022691592,0.945867,0.92488
972,1.025212049,0.947136,0.923844
973,1.02847827,0.950389,0.924073
974,1.031298547,0.951969,0.923078
975,1.022955412,0.948651,0.927363
976,1.022958491,0.949997,0.928676
977,1.021965586,0.948195,0.927815
978,1.021495337,0.949674,0.92969
979,1.02858603,0.95403,0.927516
980,1.023950367,0.950656,0.92842
981,1.026211913,0.948658,0.924427
982,1.024421592,0.947675,0.925083
983,1.026006798,0.9494,0.925335
984,1.031948482,0.955704,0.926116
985,1.028769583,0.955729,0.929002
986,1.025722665,0.947778,0.92401
987,1.029829779,0.947119,0.919685
988,1.029061971,0.950844,0.923991
989,1.021187325,0.944344,0.924751
990,1.01328209,0.939122,0.926812
991,1.017477568,0.93437,0.91832
992,1.009278958,0.926509,0.917991
993,1.017585111,0.930895,0.914808
994,1.013457532,0.933064,0.920674
995,1.014228588,0.935136,0.922017
996,1.020630393,0.941406,0.922377
997,1.024670853,0.943894,0.921168
998,1.019645244,0.939754,0.921648
999,1.022430197,0.940509,0.919876
1000,1.018589317,0.938901,0.921766
1001,1.019074544,0.942967,0.925317
1002,1.022444521,0.941243,0.920581
1003,1.020902434,0.937851,0.918649
1004,1.019598997,0.94016,0.922088
1005,1.00941981,0.927892,0.919233
1006,1.015448927,0.926719,0.91262
1007,1.008863723,0.922051,0.91395
1008,1.010794938,0.919412,0.909593
1009,1.013225211,0.922116,0.91008
1010,1.012572216,0.924363,0.912886
1011,1.014264004,0.927016,0.913979
1012,1.012242883,0.926844,0.915634
1013,1.005291513,0.921412,0.916562
1014,1.007445498,0.918074,0.911289
1015,1.007346546,0.918419,0.911721
1016,1.014485586,0.921019,0.907868
1017,1.011383662,0.922302,0.911921
1018,1.020320931,0.931904,0.913344
1019,1.01233915,0.930284,0.918945
1020,1.016002868,0.93246,0.917773
1021,1.020664042,0.935508,0.916568
1022,1.022962266,0.94236,0.921207
1023,1.023772387,0.941242,0.919386
1024,1.027189305,0.939039,0.914183
1025,1.021170044,0.941047,0.921538
1026,1.021377442,0.938461,0.918819
1027,1.025333929,0.938118,0.914939
1028,1.024212826,0.946472,0.924097
1029,1.030223852,0.943922,0.91623
1030,1.017521294,0.935853,0.919738
1031,1.030900387,0.942845,0.914584
1032,1.023925805,0.938428,0.9165
1033,1.022388516,0.935874,0.91538
1034,1.016198762,0.935288,0.920379
1035,1.021668264,0.940227,0.920286
1036,1.016442242,0.933899,0.918792
1037,1.02172208,0.93663,0.916717
1038,1.016502159,0.929331,0.914244
1039,1.003537535,0.915444,0.912217
1040,0.999475533,0.89949,0.899962
1041,0.988185623,0.884019,0.894588
1042,0.970124037,0.869333,0.896105
1043,0.975126128,0.873243,0.895518
1044,0.98562325,0.881297,0.894152
1045,0.98703147,0.893985,0.905731
1046,1.003235173,0.90767,0.904743
1047,1.008011006,0.919553,0.912245
1048,1.015274616,0.930221,0.916226
1049,1.018933741,0.932681,0.91535
1050,1.025824866,0.940586,0.916907
1051,1.017314643,0.929145,0.913331
1052,1.014916245,0.935972,0.922216
1053,1.02102677,0.937129,0.91783
1054,1.025305065,0.937703,0.91456
1055,1.030373717,0.943506,0.915693
1056,1.019847795,0.934716,0.916525
1057,1.023612054,0.939595,0.917921
1058,1.022734857,0.937764,0.916918
1059,1.017649719,0.938386,0.922111
1060,1.011143087,0.928288,0.918058
1061,1.007428697,0.922576,0.915773
1062,1.008159772,0.925902,0.918408
1063,1.005793552,0.918374,0.913084
1064,1.013488516,0.925389,0.913073
1065,1.010779641,0.924641,0.91478
1066,1.009669597,0.928893,0.919997
1067,1.019102482,0.932491,0.915012
1068,1.015761779,0.933738,0.919249
1069,1.022986759,0.935949,0.914918
1070,1.023453494,0.937335,0.915855
1071,1.017567197,0.934029,0.917904
1072,1.019442155,0.932445,0.914662
1073,1.020544554,0.931649,0.912894
1074,1.012739763,0.929369,0.917678
1075,1.022686542,0.933586,0.912876
1076,1.012532719,0.932249,0.92071
1077,1.019444882,0.931006,0.913248
1078,1.022171068,0.936046,0.915743
1079,1.022595211,0.934832,0.914176
1080,1.022662563,0.941411,0.920549
1081,1.024945179,0.939023,0.916169
1082,1.014162028,0.932165,0.919148
1083,1.017296326,0.935288,0.919386
1084,1.017011282,0.933595,0.917979
1085,1.019003484,0.936936,0.919463
1086,1.022546922,0.940282,0.919549
1087,1.02534406,0.939411,0.916191
1088,1.016769792,0.933536,0.918139
1089,1.018106481,0.936885,0.920223
1090,1.016913123,0.933331,0.917808
1091,1.019410704,0.930986,0.913259
1092,1.014247554,0.929495,0.916438
1093,1.010309244,0.920909,0.911512
1094,1.001754872,0.907068,0.905479
1095,0.989831082,0.895323,0.904521
1096,0.990348525,0.888407,0.897065
1097,0.993993418,0.886498,0.891855
1098,0.98925216,0.884247,0.893854
1099,0.993097765,0.889326,0.895507
1100,0.998690369,0.895262,0.896436
1101,0.995842823,0.898065,0.901814
1102,1.007851005,0.910801,0.903706
1103,1.00660783,0.91051,0.904533
1104,1.020658637,0.925422,0.906691
1105,1.007009189,0.914315,0.907951
1106,1.015966215,0.925722,0.911174
1107,1.011723385,0.923492,0.912791
1108,1.022426734,0.932992,0.912527
1109,1.019247654,0.929879,0.912319
1110,1.019006415,0.930575,0.913218
1111,1.02334866,0.934303,0.912986
1112,1.025732276,0.934717,0.911268
1113,1.021870868,0.934365,0.914367
1114,1.02017521,0.933596,0.915133
1115,1.024883107,0.936613,0.913873
1116,1.023856961,0.933219,0.911474
1117,1.025812301,0.933402,0.909915
1118,1.026737845,0.937809,0.913387
1119,1.025262251,0.937589,0.914487
1120,1.022878078,0.934483,0.913582
1121,1.022925749,0.931334,0.910461
1122,1.02029192,0.936478,0.917853
1123,1.029575455,0.942356,0.915286
1124,1.025863524,0.936082,0.912482
1125,1.028198621,0.937165,0.911463
1126,1.021277014,0.93603,0.916529
1127,1.018396363,0.935117,0.918225
1128,1.019559322,0.932387,0.9145
1129,1.012428382,0.924175,0.91283
1130,1.027399763,0.933667,0.908767
1131,1.022140687,0.931855,0.91167
1132,1.032515217,0.939943,0.910343
1133,1.025478133,0.936079,0.912822
1134,1.027571691,0.935864,0.910753
1135,1.023390645,0.932358,0.911048
1136,1.020176327,0.933697,0.915231
1137,1.025961869,0.938158,0.914418
1138,1.026843212,0.93759,0.91308
1139,1.020551302,0.930952,0.912205
1140,1.025067823,0.937444,0.914519
1141,1.021289806,0.931018,0.91161
1142,1.03027344,0.939018,0.911426
1143,1.02660253,0.937554,0.913259
1144,1.024485335,0.936522,0.914139
1145,1.023477084,0.93284,0.911442
1146,1.019597517,0.927379,0.909554
1147,1.016430409,0.927199,0.912211
1148,1.021589892,0.933347,0.913622
1149,1.024920556,0.934047,0.911336
1150,1.033092032,0.93547,0.905505
1151,1.029524346,0.932224,0.90549
1152,1.037166004,0.941224,0.907496
1153,1.019384008,0.93298,0.915239
1154,1.024839446,0.934011,0.911373
1155,1.01956135,0.930051,0.912207
1156,1.025716034,0.936888,0.913399
1157,1.022089571,0.935399,0.915183
1158,1.025626491,0.933596,0.910269
1159,1.0246183,0.932209,0.909811
1160,1.022018328,0.930655,0.910605
1161,1.008664658,0.921978,0.914058
1162,1.02148747,0.927481,0.907971
1163,1.014679731,0.924357,0.910984
1164,1.028951369,0.931308,0.905104
1165,1.016118202,0.921543,0.906925
1166,1.028036526,0.929931,0.90457
1167,1.023643282,0.927299,0.905881
1168,1.025437622,0.931365,0.908261
1169,1.020030679,0.922987,0.904862
1170,1.018486181,0.923879,0.90711
1171,1.01426759,0.923374,0.910385
1172,1.022520394,0.928198,0.907755
1173,1.022791617,0.932429,0.911651
1174,1.018461018,0.926605,0.909809
1175,1.030544565,0.936596,0.908836
1176,1.018773168,0.926455,0.909383
1177,1.032531032,0.936136,0.906642
1178,1.031405372,0.933098,0.904686
1179,1.024363754,0.929017,0.906921
1180,1.022703169,0.932467,0.911767
1181,1.025865522,0.927048,0.903674
1182,1.022323545,0.927364,0.907114
1183,1.026193508,0.931521,0.907744
1184,1.02094076,0.930563,0.911476
1185,1.02712566,0.932437,0.907812
1186,1.02544113,0.93785,0.914582
1187,1.023851873,0.930795,0.909111
1188,1.024112016,0.930713,0.9088
1189,1.021304301,0.930206,0.910802
1190,1.021844727,0.92877,0.908915
1191,1.017192724,0.924203,0.908582
1192,1.01798193,0.92503,0.90869
1193,1.017793312,0.925396,0.909218
1194,1.008363149,0.915384,0.907792
1195,1.01563199,0.917201,0.903084
1196,1.019669565,0.920937,0.903172
1197,1.007458956,0.908866,0.902137
1198,1.002481665,0.903648,0.901411
1199,1.009654133,0.902966,0.894332
1200,1.003853216,0.904277,0.900806
1201,1.016363661,0.913032,0.898332
1202,1.01399677,0.913677,0.901065
1203,1.011779069,0.911618,0.901005
1204,1.018780461,0.923932,0.9069
1205,1.016589606,0.919487,0.904482
1206,1.018351277,0.922612,0.905986
1207,1.017876614,0.921387,0.905205
1208,1.02529783,0.927427,0.904544
1209,1.019049225,0.924457,0.907176
1210,1.027079577,0.929165,0.904667
1211,1.022762871,0.926571,0.905949
1212,1.02576168,0.928421,0.905104
1213,1.025886168,0.930647,0.907164
1214,1.028719525,0.9312,0.905203
1215,1.017971866,0.925199,0.908865
1216,1.026056228,0.928861,0.905273
1217,1.014741115,0.922904,0.909497
1218,1.026494966,0.932312,0.908248
1219,1.015730854,0.92657,0.91222
1220,1.006602696,0.918836,0.912809
1221,1.024089746,0.927302,0.905489
1222,1.020724965,0.924244,0.905478
1223,1.020922324,0.923754,0.904823
1224,1.016440108,0.923384,0.908449
1225,1.012944862,0.91569,0.903988
1226,1.009777878,0.913438,0.904593
1227,1.016207559,0.920054,0.90538
1228,1.01299411,0.913901,0.902178
1229,1.012018989,0.916451,0.905567
1230,1.01460622,0.913243,0.900096
1231,1.020403276,0.920466,0.902061
1232,1.017834199,0.919716,0.903601
1233,1.011779366,0.918295,0.907604
1234,1.008029466,0.913815,0.906536
1235,1.008758463,0.912649,0.904725
1236,1.012186881,0.910703,0.899738
1237,1.018068299,0.916066,0.899808
1238,1.009428497,0.907774,0.899295
1239,1.013348797,0.913083,0.901055
1240,1.014756285,0.912204,0.898939
1241,1.020491196,0.915749,0.897361
1242,1.012628975,0.912723,0.90134
1243,1.012391056,0.914179,0.90299
1244,1.020308011,0.920829,0.902501
1245,1.022500916,0.920486,0.90023
1246,1.018736768,0.920501,0.903571
1247,1.024850404,0.926227,0.903768
1248,1.021760845,0.919596,0.900011
1249,1.025662547,0.927481,0.904275
1250,1.027169058,0.926677,0.902166
1251,1.019050042,0.921155,0.903935
1252,1.014226982,0.92141,0.908485
1253,1.012705499,0.922279,0.910708
1254,1.014963186,0.922633,0.909031
1255,1.024162583,0.925293,0.903463
1256,1.020686048,0.920964,0.902299
1257,1.017503841,0.920668,0.90483
1258,1.02089617,0.918291,0.899495
1259,1.015209984,0.912355,0.898686
1260,1.017918314,0.908089,0.892104
1261,1.005816438,0.896624,0.891439
1262,0.982637632,0.871689,0.887091
1263,0.972744883,0.857675,0.881706
1264,0.955660698,0.826916,0.865282
1265,0.945410676,0.805592,0.852108
1266,0.921747696,0.77666,0.842595
1267,0.910255607,0.755818,0.830336
1268,0.910995156,0.755614,0.829438
1269,0.914065283,0.764537,0.836414
1270,0.935718706,0.784835,0.838751
1271,0.950557991,0.809691,0.851806
1272,0.963602328,0.830313,0.861676
1273,0.97546361,0.849462,0.870829
1274,0.980016236,0.863164,0.880765
1275,0.999850782,0.877779,0.87791
1276,1.003248778,0.887823,0.884948
1277,1.008765121,0.894123,0.886354
1278,1.015495856,0.901084,0.887334
1279,1.014591032,0.908478,0.895413
1280,1.011915082,0.905834,0.895168
1281,1.022799805,0.91658,0.896148
1282,1.020361581,0.912391,0.894184
1283,1.0101395,0.906879,0.897776
1284,1.012805374,0.910035,0.898529
1285,1.018072564,0.915065,0.898821
1286,1.009972299,0.9115,0.9025
1287,1.017747999,0.913668,0.897735
1288,1.024678928,0.918971,0.896838
1289,1.021296143,0.91823,0.899083
1290,1.025488023,0.922528,0.899599
1291,1.02065902,0.921601,0.902947
1292,1.025906107,0.921791,0.898514
1293,1.01261428,0.913773,0.90239
1294,1.018285408,0.915796,0.899351
1295,1.023722794,0.918998,0.897702
1296,1.016517097,0.916934,0.902035
1297,1.015308716,0.912727,0.898965
1298,1.013527427,0.91055,0.898397
1299,1.016010442,0.916161,0.901724
1300,1.01821728,0.914129,0.897774
1301,1.013176003,0.914365,0.902474
1302,1.022290812,0.919432,0.899384
1303,1.016098303,0.915721,0.901213
1304,1.026360578,0.921446,0.89778
1305,1.023180298,0.923234,0.902318
1306,1.016988574,0.919976,0.904608
1307,1.025916418,0.922344,0.899044
1308,1.028809458,0.926803,0.90085
1309,1.024402096,0.917055,0.89521
1310,1.024915349,0.917454,0.895151
1311,1.021731091,0.917255,0.897746
1312,1.031774286,0.921068,0.892703
1313,1.022119351,0.920951,0.901021
1314,1.031158133,0.928826,0.90076
1315,1.019734601,0.918839,0.901057
1316,1.029538096,0.926644,0.900058
1317,1.02927387,0.921829,0.895611
1318,1.022107072,0.916227,0.89641
1319,1.0164889,0.915086,0.900242
1320,1.024268212,0.915705,0.894009
1321,1.006484444,0.907233,0.901388
1322,1.020913951,0.918112,0.899304
1323,1.020171968,0.916902,0.898772
1324,1.025143571,0.916994,0.894503
1325,1.02640425,0.913275,0.889781
1326,1.01886875,0.908025,0.891209
1327,1.007703269,0.89883,0.891959
1328,0.998591406,0.891122,0.892379
1329,0.994580362,0.880868,0.885668
1330,0.982172744,0.863817,0.879496
1331,0.979974356,0.858288,0.875827
1332,0.98146514,0.853063,0.869173
1333,0.984139032,0.854461,0.868232
1334,0.977806545,0.854291,0.873681
1335,0.98278581,0.865623,0.880785
1336,0.977019461,0.861313,0.881572
1337,1.000027364,0.8771,0.877076
1338,1.003272242,0.88485,0.881964
1339,0.993597946,0.88138,0.887059
1340,0.996769512,0.884615,0.887482
1341,1.006748263,0.891388,0.885413
1342,1.002960962,0.883064,0.880457
1343,0.996288899,0.878407,0.881679
1344,0.992852228,0.875788,0.882093
1345,0.998604753,0.883197,0.884431
1346,0.994491784,0.878361,0.883226
1347,0.990514596,0.878111,0.88652
1348,0.994521299,0.888565,0.89346
1349,1.00194848,0.895258,0.893517
1350,1.011833567,0.898576,0.888067
1351,1.01708269,0.905585,0.890375
1352,1.022214662,0.910413,0.890628
1353,1.013562524,0.902396,0.890321
1354,1.026172996,0.909649,0.886448
1355,1.023910469,0.914821,0.893458
1356,1.026238398,0.912876,0.889536
1357,1.028636493,0.919205,0.893615
1358,1.024678155,0.917878,0.895772
1359,1.017472395,0.910941,0.895298
1360,1.028163015,0.917216,0.892092
1361,1.02673605,0.915904,0.892054
1362,1.025706362,0.919396,0.896354
1363,1.018709586,0.912013,0.895263
1364,1.024355933,0.915303,0.89354
1365,1.028782026,0.917832,0.892154
1366,1.026378239,0.916915,0.89335
1367,1.021583636,0.912218,0.892945
1368,1.024833949,0.914817,0.892649
1369,1.021750107,0.914638,0.895168
1370,1.028726273,0.916627,0.891031
1371,1.030541161,0.921783,0.894465
1372,1.028856456,0.915103,0.889437
1373,1.028752154,0.916791,0.891168
1374,1.029087147,0.919158,0.893178
1375,1.01599926,0.911457,0.897104
1376,1.021754964,0.914673,0.895198
1377,1.02296321,0.911985,0.891513
1378,1.022669256,0.913801,0.893545
1379,1.021168671,0.914382,0.895427
1380,1.026916728,0.915677,0.891676
1381,1.025716937,0.913962,0.891047
1382,1.025989875,0.913842,0.890693
1383,1.02587354,0.915111,0.892031
1384,1.022683541,0.914681,0.894393
1385,1.023184522,0.914861,0.894131
1386,1.022293859,0.914265,0.894327
1387,1.020994808,0.912217,0.893459
1388,1.022234616,0.910947,0.891133
1389,1.029499303,0.913519,0.887343
1390,1.023794487,0.914314,0.893064
1391,1.021471433,0.911223,0.892069
1392,1.025456909,0.913557,0.890878
1393,1.024714803,0.90975,0.887808
1394,1.032707101,0.912216,0.883325
1395,1.020909386,0.907225,0.888644
1396,1.023656719,0.910601,0.889557
1397,1.02222911,0.906983,0.88726
1398,1.013304774,0.903574,0.89171
1399,1.017285738,0.909015,0.893569
1400,1.026230184,0.910768,0.887489
1401,1.025726399,0.908491,0.885705
1402,1.036987604,0.920677,0.887838
1403,1.023110717,0.91174,0.891145
1404,1.022039361,0.907805,0.888229
1405,1.030367686,0.915119,0.888148
1406,1.01798268,0.906764,0.890746
1407,1.010808043,0.905964,0.896277
1408,1.01587762,0.907069,0.892892
1409,1.027104745,0.913319,0.889217
1410,1.026941832,0.916104,0.89207
1411,1.01950419,0.904498,0.887194
1412,1.026069304,0.914828,0.891585
1413,1.023697416,0.913134,0.891996
1414,1.032653984,0.918523,0.889478
1415,1.02575327,0.913621,0.890683
1416,1.033336001,0.916847,0.887269
1417,1.035114688,0.917801,0.886666
1418,1.025804941,0.911122,0.888202
